normalized_name	concept_id	display_name
hypertensive heart disease without congestive heart failure (disorder)	60899001	Hypertensive heart disease without congestive heart failure (disorder)
hypertensive heart failure (disorder)	46113002	Hypertensive heart failure (disorder)
hypertensive left ventricular hypertrophy (disorder)	428163005	Hypertensive left ventricular hypertrophy (disorder)
hypertensive renal disease (disorder)	38481006	Hypertensive renal disease (disorder)
hypertensive renal failure (disorder)	49220004	Hypertensive renal failure (disorder)
hypertensive retinopathy (disorder)	6962006	Hypertensive retinopathy (disorder)
hypertensive urgency (disorder)	443482000	Hypertensive urgency (disorder)
hyperthyroidism (disorder)	34486009	Hyperthyroidism (disorder)
hypertriglyceridemia (disorder)	302870006	Hypertriglyceridemia (disorder)
hypertrophic cardiomegaly (disorder)	443762000	Hypertrophic cardiomegaly (disorder)
hypertrophic cardiomyopathy (disorder)	233873004	Hypertrophic cardiomyopathy (disorder)
hypertrophic condition of skin (disorder)	24782002	Hypertrophic condition of skin (disorder)
hypertrophic scar (disorder)	19843006	Hypertrophic scar (disorder)
hypertrophy of adenoids (disorder)	111591002	Hypertrophy of adenoids (disorder)
hypertrophy of breast (disorder)	372281005	Hypertrophy of breast (disorder)
hypertrophy of lingual tonsil (disorder)	418103007	Hypertrophy of lingual tonsil (disorder)
hypertrophy of nail (disorder)	30654002	Hypertrophy of nail (disorder)
hypertrophy of nasal turbinates (disorder)	17467004	Hypertrophy of nasal turbinates (disorder)
hypertrophy of tonsils (disorder)	46689006	Hypertrophy of tonsils (disorder)
hypertropia (disorder)	40608009	Hypertropia (disorder)
hyperuricemia (disorder)	35885006	Hyperuricemia (disorder)
hyperventilation (finding)	68978004	Hyperventilation (finding)
hypervolemia (finding)	21639008	Hypervolemia (finding)
hypesthesia (finding)	397974008	Hypesthesia (finding)
hyphema (disorder)	75229002	Hyphema (disorder)
hypnotic dependence (disorder)	724656006	Hypnotic dependence (disorder)
hypo-osmolality and or hyponatremia (disorder)	267447008	Hypo-osmolality and or hyponatremia (disorder)
hypoadrenalism (disorder)	237785004	Hypoadrenalism (disorder)
hypoalbuminemia (disorder)	119247004	Hypoalbuminemia (disorder)
hypocalcemia (disorder)	5291005	Hypocalcemia (disorder)
hypochondriasis (disorder)	18193002	Hypochondriasis (disorder)
hypogammaglobulinemia (finding)	119250001	Hypogammaglobulinemia (finding)
hypoglycemia (disorder)	302866003	Hypoglycemia (disorder)
hypoglycemic event due to diabetes (disorder)	237632004	Hypoglycemic event due to diabetes (disorder)
hypogonadism (disorder)	48130008	Hypogonadism (disorder)
hypogonadotropic hypogonadism (disorder)	33927004	Hypogonadotropic hypogonadism (disorder)
hypokalemia (disorder)	43339004	Hypokalemia (disorder)
hypomagnesemia (disorder)	190855004	Hypomagnesemia (disorder)
hyponatremia (finding)	89627008	Hyponatremia (finding)
hypoparathyroidism (disorder)	36976004	Hypoparathyroidism (disorder)
hypophosphatemia (disorder)	4996001	Hypophosphatemia (disorder)
hypopituitarism (disorder)	74728003	Hypopituitarism (disorder)
hypopituitarism due to radiotherapy (disorder)	14900002	Hypopituitarism due to radiotherapy (disorder)
hypoplasia of mandibular bone (disorder)	444897001	Hypoplasia of mandibular bone (disorder)
hypoplasia of maxillary bone (disorder)	444967008	Hypoplasia of maxillary bone (disorder)
hypoplasia of the optic nerve (disorder)	95499004	Hypoplasia of the optic nerve (disorder)
hypoproteinemia (disorder)	8900005	Hypoproteinemia (disorder)
hypospadias (disorder)	416010008	Hypospadias (disorder)
hypothermia (finding)	386689009	Hypothermia (finding)
hypothermia of newborn (disorder)	13629008	Hypothermia of newborn (disorder)
hypothyroidism (disorder)	40930008	Hypothyroidism (disorder)
hypothyroidism following radioiodine therapy (disorder)	40539002	Hypothyroidism following radioiodine therapy (disorder)
hypotonic urinary bladder (disorder)	197871001	Hypotonic urinary bladder (disorder)
hypovolemia (finding)	816082000	Hypovolemia (finding)
hypovolemic shock (disorder)	39419009	Hypovolemic shock (disorder)
hypoxemia (disorder)	389087006	Hypoxemia (disorder)
hypoxemic respiratory failure (disorder)	10676831000119101	Hypoxemic respiratory failure (disorder)
hypoxia (disorder)	389086002	Hypoxia (disorder)
hysterectomy (procedure)	236886002	Hysterectomy (procedure)
iatrogenic cushing's disease (disorder)	41299009	Iatrogenic Cushing's disease (disorder)
iatrogenic hypothyroidism (disorder)	88273006	Iatrogenic hypothyroidism (disorder)
iatrogenic pneumothorax (disorder)	441536000	Iatrogenic pneumothorax (disorder)
idiopathic detrusor overactivity (disorder)	786496006	Idiopathic detrusor overactivity (disorder)
idiopathic granulomatous interstitial nephropathy (disorder)	11480007	Idiopathic granulomatous interstitial nephropathy (disorder)
idiopathic hypereosinophilic syndrome (disorder)	423294001	Idiopathic hypereosinophilic syndrome (disorder)
idiopathic hypersomnia without long sleep time (disorder)	442292004	Idiopathic hypersomnia without long sleep time (disorder)
idiopathic kyphoscoliosis (disorder)	203640005	Idiopathic kyphoscoliosis (disorder)
idiopathic osteoporosis (disorder)	3345002	Idiopathic osteoporosis (disorder)
idiopathic peripheral autonomic neuropathy (disorder)	86489003	Idiopathic peripheral autonomic neuropathy (disorder)
idiopathic peripheral neuropathy (disorder)	22722001	Idiopathic peripheral neuropathy (disorder)
idiopathic progressive polyneuropathy (disorder)	33209009	Idiopathic progressive polyneuropathy (disorder)
idiopathic pulmonary arterial hypertension (disorder)	697898008	Idiopathic pulmonary arterial hypertension (disorder)
idiopathic pulmonary fibrosis (disorder)	700250006	Idiopathic pulmonary fibrosis (disorder)
idiopathic scoliosis (disorder)	203639008	Idiopathic scoliosis (disorder)
idiopathic urticaria (disorder)	42265009	Idiopathic urticaria (disorder)
ileal pouchitis (disorder)	426508001	Ileal pouchitis (disorder)
ileitis (disorder)	52457000	Ileitis (disorder)
ileostomy present (finding)	302111002	Ileostomy present (finding)
iliopsoas abscess (disorder)	266463007	Iliopsoas abscess (disorder)
iliotibial band friction syndrome (disorder)	423849004	Iliotibial band friction syndrome (disorder)
imaging of lung abnormal (finding)	442646005	Imaging of lung abnormal (finding)
immune thrombocytopenia (disorder)	2897005	Immune thrombocytopenia (disorder)
immunodeficiency disorder (disorder)	234532001	Immunodeficiency disorder (disorder)
immunoglobulin a deficiency (disorder)	29260007	Immunoglobulin A deficiency (disorder)
immunoglobulin a nephropathy (disorder)	236407003	Immunoglobulin A nephropathy (disorder)
immunoglobulin a vasculitis (disorder)	191306005	Immunoglobulin A vasculitis (disorder)
immunoglobulin g subclass deficiency (finding)	123785006	Immunoglobulin G subclass deficiency (finding)
immunosuppressive therapy (procedure)	86553008	Immunosuppressive therapy (procedure)
impacted cerumen (disorder)	18070006	Impacted cerumen (disorder)
impacted third molar tooth (disorder)	196417006	Impacted third molar tooth (disorder)
impacted tooth (disorder)	235104008	Impacted tooth (disorder)
impaired cognition (finding)	386806002	Impaired cognition (finding)
impaired fasting glycemia (disorder)	390951007	Impaired fasting glycemia (disorder)
impaired glucose tolerance (disorder)	9414007	Impaired glucose tolerance (disorder)
impaired glucose tolerance in pregnancy (disorder)	237628005	Impaired glucose tolerance in pregnancy (disorder)
impaired mobility (finding)	82971005	Impaired mobility (finding)
impairment of balance (finding)	387603000	Impairment of balance (finding)
impetigo (disorder)	48277006	Impetigo (disorder)
impingement syndrome of shoulder region (disorder)	239960007	Impingement syndrome of shoulder region (disorder)
implantation of aortic valve prosthesis or synthetic device (procedure)	35350000	Implantation of aortic valve prosthesis or synthetic device (procedure)
implantation of automatic cardiac defibrillator (procedure)	233170003	Implantation of automatic cardiac defibrillator (procedure)
implantation of cardiac pacemaker (procedure)	307280005	Implantation of cardiac pacemaker (procedure)
implantation of cochlear prosthetic device (procedure)	359612003	Implantation of cochlear prosthetic device (procedure)
implantation of internal cardiac defibrillator (procedure)	395218007	Implantation of internal cardiac defibrillator (procedure)
implantation of intravenous dual chamber permanent cardiac pacemaker (procedure)	310582005	Implantation of intravenous dual chamber permanent cardiac pacemaker (procedure)
implantation of mitral valve prosthesis or synthetic device (procedure)	77181006	Implantation of mitral valve prosthesis or synthetic device (procedure)
implantation of penile prosthesis (procedure)	47411002	Implantation of penile prosthesis (procedure)
implantation of posterior chamber intraocular lens (procedure)	373415004	Implantation of posterior chamber intraocular lens (procedure)
implantation of prosthetic intraocular lens (procedure)	69724002	Implantation of prosthetic intraocular lens (procedure)
implantation of pulmonary valve prosthesis or synthetic device (procedure)	79917009	Implantation of pulmonary valve prosthesis or synthetic device (procedure)
implantation of tricuspid valve prosthesis or synthetic device (procedure)	8069005	Implantation of tricuspid valve prosthesis or synthetic device (procedure)
implantation of venous access port (procedure)	80402001	Implantation of venous access port (procedure)
impulse control disorder (disorder)	66347000	Impulse control disorder (disorder)
inactive tuberculosis (finding)	11999007	Inactive tuberculosis (finding)
inattention (finding)	22058002	Inattention (finding)
incipient cataract (disorder)	52421005	Incipient cataract (disorder)
incision and drainage (procedure)	56783008	Incision AND drainage (procedure)
incision and drainage of abscess (procedure)	284181007	Incision and drainage of abscess (procedure)
incision and drainage of wound (procedure)	177694006	Incision and drainage of wound (procedure)
incision of gallbladder (procedure)	44337006	Incision of gallbladder (procedure)
incision of trachea (procedure)	48387007	Incision of trachea (procedure)
